2011/6/14,1210,ATTEMPTED ROBBERY,69,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",800    MAPLE                        AV,"(34.0408, -118.2511)"
2011/7/14,1030,BURGLARY FROM VEHICLE,27,F,,,800    CLEVELAND                    ST,"(34.0635, -118.2416)"
2011/7/14,1130,INTIMATE PARTNER - SIMPLE ASSAULT,26,M,514,TIRE IRON,300 S  FIGUEROA                     ST,"(34.0551, -118.2545)"
2011/7/14,1615,ROBBERY,81,M,308,STICK,6TH,"(34.0398, -118.2413)"
2011/7/14,1700,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",34,M,205,KITCHEN KNIFE,300 S  HILL                         ST,"(34.0517, -118.2491)"
2011/6/14,2315,BURGLARY FROM VEHICLE,25,F,,,300 S  MAIN                         ST,"(34.0496, -118.2458)"
2011/9/14,1930,ROBBERY,60,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",4TH                          ST,"(34.0439, -118.2399)"
2011/7/14,1645,BATTERY - SIMPLE ASSAULT,21,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",200 W  8TH                          ST,"(34.0431, -118.2536)"
2011/7/14,2015,BATTERY - SIMPLE ASSAULT,55,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6TH                          ST,"(34.0423, -118.2452)"
2011/7/14,2120,ROBBERY,24,F,500,UNKNOWN WEAPON/OTHER WEAPON,800 S  GRAND                        AV,"(34.0459, -118.2579)"
2011/7/14,1920,INTIMATE PARTNER - SIMPLE ASSAULT,60,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",700 E  5TH                          ST,"(34.043, -118.242)"
2011/7/14,2130,INTIMATE PARTNER - AGGRAVATED ASSAULT,21,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",100 S  HEWITT                       ST,"(34.0487, -118.2361)"
2011/8/14,410,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",60,M,308,STICK,600 N  HILL                         ST,"(34.0591, -118.2412)"
2011/8/14,200,INTIMATE PARTNER - SIMPLE ASSAULT,47,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1100 S  FIGUEROA                     ST,"(34.0437, -118.2652)"
2011/7/14,2200,VEHICLE - STOLEN,13,,,,800    BARTLETT                     ST,"(34.0626, -118.2445)"
2011/8/14,140,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",23,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",1000 S  HILL                         ST,"(34.0416, -118.2584)"
2011/8/14,1025,BURGLARY,53,M,,,600 N  HILL                         ST,"(34.0591, -118.2412)"
2011/4/14,2200,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),13,,,,7TH                          ST,"(34.0419, -118.2485)"
2011/8/14,1045,BURGLARY FROM VEHICLE,39,M,,,400    ORD                          ST,"(34.0604, -118.2393)"
2011/8/14,1115,VANDALISM - MISDEAMEANOR ($399 OR UNDER),46,M,,,1300 E  7TH                          ST,"(34.0368, -118.2412)"
2011/7/14,1700,THEFT PLAIN - PETTY ($950 & UNDER),63,M,,,200    WINSTON                      ST,"(34.0467, -118.247)"
2011/8/14,1000,INTIMATE PARTNER - SIMPLE ASSAULT,22,F,500,UNKNOWN WEAPON/OTHER WEAPON,1400 S  GRAND                        AV,"(34.0372, -118.2654)"
2011/8/14,1230,BATTERY - SIMPLE ASSAULT,35,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",600 S  FIGUEROA                     ST,"(34.0509, -118.2585)"
2011/8/14,1402,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",68,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",300 E  5TH                          ST,"(34.0449, -118.2458)"
2011/8/14,1515,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",22,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6TH,"(34.0488, -118.2553)"
2011/8/14,1810,ROBBERY,66,F,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",6TH,"(34.0423, -118.2452)"
2011/8/14,1145,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",39,M,109,SEMI-AUTOMATIC PISTOL,11TH,"(34.0371, -118.2551)"
2011/8/14,1145,BATTERY - SIMPLE ASSAULT,28,M,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",11TH,"(34.0371, -118.2551)"
